1 0 0
2 -0.790716 0
3 -1.05737 0.559121
4 -1.19286 0.431677
5 -1.27432 0.344364
6 -1.3301 0.284963
7 -1.36996 0.242868
8 -1.3989 0.211417
9 -1.421 0.18696
10 -1.43876 0.167488
11 -1.45352 0.151678
12 -1.46532 0.138606
13 -1.47525 0.127556
14 -1.48396 0.11813
15 -1.49197 0.110013
16 -1.49878 0.10297
17 -1.50518 0.0967594
18 -1.5109 0.0912791
19 -1.51575 0.0863869
20 -1.51986 0.0819762
21 -1.52376 0.0779805
22 -1.52732 0.0743646
23 -1.53093 0.0710696
24 -1.53389 0.068071
25 -1.53655 0.0652991
26 -1.53892 0.0627412
27 -1.54119 0.060373
28 -1.54301 0.0581795
29 -1.54475 0.0561301
30 -1.54661 0.0542216
31 -1.54817 0.0524462
32 -1.54989 0.0507776
33 -1.55139 0.0492199
34 -1.55269 0.0477513
35 -1.55397 0.0463645
36 -1.55504 0.0450573
37 -1.55629 0.0438184
38 -1.55742 0.0426519
39 -1.55835 0.0415444
40 -1.55921 0.0404897
41 -1.56021 0.0394866
42 -1.56121 0.0385362
43 -1.56212 0.0376316
44 -1.56293 0.0367674
45 -1.5636 0.0359407
46 -1.56434 0.0351484
47 -1.56487 0.0343919
48 -1.56563 0.0336643
49 -1.56622 0.0329716
50 -1.56681 0.0323039
51 -1.56731 0.0316633
52 -1.56801 0.0310464
53 -1.56854 0.0304571
54 -1.56909 0.0298871
55 -1.56961 0.0293387
56 -1.57013 0.02881
57 -1.57057 0.0283002
58 -1.57106 0.0278071
59 -1.57151 0.0273319
60 -1.57205 0.0268724
61 -1.5725 0.0264299
62 -1.57292 0.0260005
63 -1.57335 0.0255845
64 -1.57376 0.025182
65 -1.57414 0.0247918
66 -1.57456 0.0244134
67 -1.57503 0.0240472
68 -1.57534 0.0236927
69 -1.57569 0.0233464
70 -1.57616 0.0230107
71 -1.57654 0.0226867
72 -1.57688 0.0223704
73 -1.57719 0.0220622
74 -1.57747 0.0217622
75 -1.57786 0.0214699
76 -1.5782 0.0211872
77 -1.57841 0.0209112
78 -1.57871 0.0206407
79 -1.57903 0.0203782
80 -1.57929 0.0201227
81 -1.57952 0.0198728
82 -1.57974 0.0196288
83 -1.5799 0.0193907
84 -1.58014 0.0191577
85 -1.58035 0.0189312
86 -1.58053 0.0187096
87 -1.58069 0.018493
88 -1.58086 0.0182811
89 -1.58097 0.0180742
90 -1.58116 0.0178714
91 -1.58133 0.0176738
92 -1.58152 0.0174805
93 -1.58171 0.0172914
94 -1.58191 0.0171066
95 -1.58219 0.0169258
96 -1.58229 0.0167498
97 -1.58242 0.0165757
98 -1.58263 0.0164053
99 -1.58284 0.0162392
100 -1.58295 0.0160765
