1;0;0
2;-5.81658e-21;0
3;-4.40045e-21;5.1768e-21
4;-3.42381e-21;3.75961e-21
5;-2.80825e-21;2.92801e-21
6;-2.38084e-21;2.39969e-21
7;-2.07399e-21;2.02568e-21
8;-1.84512e-21;1.75051e-21
9;-1.6693e-21;1.5403e-21
10;-1.53188e-21;1.37396e-21
11;-1.42468e-21;1.23863e-21
12;-1.34199e-21;1.12644e-21
13;-1.27508e-21;1.03245e-21
14;-1.21557e-21;9.52579e-22
15;-1.1715e-21;8.8454e-22
16;-1.13194e-21;8.25681e-22
17;-1.10174e-21;7.74241e-22
18;-1.07899e-21;7.28305e-22
19;-1.05604e-21;6.87442e-22
20;-1.03765e-21;6.50996e-22
21;-1.02131e-21;6.17924e-22
22;-1.00833e-21;5.88163e-22
23;-9.95645e-22;5.6104e-22
24;-9.83057e-22;5.36591e-22
25;-9.72646e-22;5.13927e-22
26;-9.64121e-22;4.93086e-22
27;-9.56302e-22;4.7386e-22
28;-9.49636e-22;4.5608e-22
29;-9.4459e-22;4.3952e-22
30;-9.38741e-22;4.24106e-22
31;-9.34564e-22;4.09832e-22
32;-9.32099e-22;3.96515e-22
33;-9.29557e-22;3.839e-22
34;-9.26762e-22;3.72045e-22
35;-9.23994e-22;3.60845e-22
36;-9.19341e-22;3.50352e-22
37;-9.17977e-22;3.40415e-22
38;-9.163e-22;3.31025e-22
39;-9.15356e-22;3.22162e-22
40;-9.14964e-22;3.13879e-22
41;-9.12128e-22;3.0598e-22
42;-9.09589e-22;2.98401e-22
43;-9.07471e-22;2.91161e-22
44;-9.06341e-22;2.84371e-22
45;-9.02609e-22;2.77928e-22
46;-9.00926e-22;2.71656e-22
47;-8.98837e-22;2.65691e-22
48;-8.97166e-22;2.5999e-22
49;-8.9355e-22;2.54483e-22
50;-8.89465e-22;2.49205e-22
51;-8.85968e-22;2.44208e-22
52;-8.83286e-22;2.39367e-22
53;-8.79934e-22;2.34658e-22
54;-8.76737e-22;2.30188e-22
55;-8.73229e-22;2.25856e-22
56;-8.69877e-22;2.21701e-22
57;-8.66812e-22;2.17687e-22
58;-8.63345e-22;2.13838e-22
59;-8.6074e-22;2.1014e-22
60;-8.59013e-22;2.06527e-22
61;-8.57081e-22;2.0299e-22
62;-8.54315e-22;1.99569e-22
63;-8.52606e-22;1.96299e-22
64;-8.50864e-22;1.93151e-22
65;-8.50513e-22;1.90071e-22
66;-8.50635e-22;1.87091e-22
67;-8.50637e-22;1.84213e-22
68;-8.49535e-22;1.81401e-22
69;-8.49322e-22;1.78662e-22
70;-8.49809e-22;1.76019e-22
71;-8.49311e-22;1.73483e-22
72;-8.49807e-22;1.71028e-22
73;-8.50825e-22;1.68658e-22
74;-8.5054e-22;1.66339e-22
75;-8.51115e-22;1.64075e-22
76;-8.51522e-22;1.61877e-22
77;-8.53202e-22;1.5975e-22
78;-8.54965e-22;1.57688e-22
79;-8.56273e-22;1.5566e-22
80;-8.57963e-22;1.53688e-22
81;-8.58375e-22;1.51762e-22
82;-8.60706e-22;1.49887e-22
83;-8.63248e-22;1.48073e-22
84;-8.6516e-22;1.46291e-22
85;-8.66566e-22;1.44563e-22
86;-8.68725e-22;1.42858e-22
87;-8.70472e-22;1.41213e-22
88;-8.71694e-22;1.39602e-22
89;-8.72921e-22;1.37995e-22
90;-8.73672e-22;1.36442e-22
91;-8.73894e-22;1.34918e-22
92;-8.74007e-22;1.33418e-22
93;-8.74331e-22;1.31959e-22
94;-8.74788e-22;1.30538e-22
95;-8.75211e-22;1.29151e-22
96;-8.75317e-22;1.27793e-22
97;-8.75358e-22;1.26462e-22
98;-8.75587e-22;1.25138e-22
99;-8.7575e-22;1.23846e-22
100;-8.75546e-22;1.22589e-22
