0;0;0
1;12.6378;12.6378
2;16.8535;8.42673
3;18.9662;6.32206
4;20.2404;5.06011
5;21.0983;4.21971
6;21.722;3.62041
7;22.2038;3.17218
8;22.5974;2.82515
9;22.9375;2.54968
10;23.2493;2.32725
11;23.5473;2.14527
12;23.821;1.99227
13;24.0432;1.85781
14;24.2759;1.74511
15;24.475;1.6445
16;24.6783;1.55805
17;24.8827;1.4831
18;25.0504;1.41286
19;25.2156;1.3505
20;25.3656;1.29331
21;25.5132;1.24193
22;25.6418;1.19365
23;25.756;1.14852
24;25.8673;1.10724
25;25.9765;1.06939
26;26.0782;1.03404
27;26.1766;1.00126
28;26.2753;0.971153
29;26.3608;0.942101
30;26.4472;0.9153
31;26.5376;0.89083
32;26.6217;0.867498
33;26.6985;0.845101
34;26.7708;0.823771
35;26.8265;0.802499
36;26.8962;0.783613
37;26.9595;0.765339
38;27.0222;0.748084
39;27.0853;0.73187
40;27.1328;0.715374
41;27.1788;0.699649
42;27.2234;0.684637
43;27.2708;0.670572
44;27.3016;0.656226
45;27.3413;0.643025
46;27.3761;0.630162
47;27.4121;0.617944
48;27.4356;0.605654
49;27.4539;0.593701
50;27.4736;0.582275
51;27.4966;0.571431
52;27.5133;0.560797
53;27.5298;0.55056
54;27.5432;0.540622
55;27.5565;0.531046
56;27.5703;0.521829
57;27.5809;0.512864
58;27.5954;0.504304
59;27.6145;0.496195
60;27.6317;0.488297
61;27.6429;0.480487
62;27.6594;0.473086
63;27.6751;0.4659
64;27.6977;0.459237
65;27.7223;0.45289
66;27.7458;0.446698
67;27.7628;0.44041
68;27.7836;0.43448
69;27.8081;0.428925
70;27.8261;0.423223
71;27.8488;0.417923
72;27.8747;0.412966
73;27.8926;0.407741
74;27.9148;0.402884
75;27.9353;0.398075
76;27.9627;0.393824
77;27.9905;0.389736
78;28.0157;0.385597
79;28.0429;0.381719
80;28.0625;0.37748
81;28.0923;0.374045
82;28.1233;0.370805
83;28.1499;0.367326
84;28.1734;0.363743
85;28.2007;0.360525
86;28.2254;0.357208
87;28.2468;0.353771
88;28.2675;0.350386
89;28.285;0.346916
90;28.2991;0.343372
91;28.3121;0.339867
92;28.3257;0.336468
93;28.3397;0.333165
94;28.3534;0.329924
95;28.3653;0.326684
96;28.3769;0.323507
97;28.3894;0.320432
98;28.4012;0.3174
99;28.4106;0.314351
