1;4.89648;0;15.8804;0
2;4.63174;0.264739;17.2169;1.33648
3;5.0277;0.424435;15.7222;1.68214
4;5.21665;0.354648;15.3158;1.25696
5;5.30073;0.287287;14.8331;1.08673
6;5.28611;0.235024;15.1012;0.926943
7;5.38679;0.222694;15.1211;0.783662
8;5.49355;0.220433;15.0648;0.681001
9;5.66077;0.25643;14.8228;0.647506
10;5.57442;0.245073;15.0843;0.635456
11;5.56483;0.221884;15.1695;0.58107
12;5.54751;0.203291;15.1603;0.530523
13;5.48759;0.196366;15.0485;0.50065
14;5.6201;0.224967;15.0522;0.463527
15;5.66754;0.214737;14.9665;0.439959
16;5.62165;0.206043;14.9093;0.415501
17;5.57556;0.198955;14.8931;0.390628
18;5.59637;0.188727;14.8431;0.37167
19;5.58439;0.178919;14.8807;0.353572
20;5.6123;0.172018;14.8655;0.335773
21;5.59519;0.164514;14.9143;0.323092
22;5.61506;0.158111;14.8812;0.309831
23;5.62935;0.151755;14.9661;0.307987
24;5.61786;0.145747;14.9072;0.300706
25;5.61977;0.139809;15.0424;0.318565
26;5.64506;0.136682;14.9073;0.334549
27;5.6821;0.13664;15.0377;0.3473
28;5.67134;0.132108;15.0929;0.339194
29;5.65309;0.128771;15.125;0.328863
30;5.64436;0.12471;15.1717;0.321123
31;5.63854;0.120761;15.1442;0.311811
32;5.59364;0.12525;15.136;0.302021
33;5.59963;0.121543;15.0491;0.305348
34;5.5552;0.126008;15.1941;0.329808
35;5.58764;0.126581;15.1437;0.324182
36;5.66267;0.144093;15.0541;0.327541
37;5.70387;0.146076;14.9635;0.331203
38;5.66769;0.146712;14.9523;0.322565
39;5.67189;0.142962;14.9533;0.314187
40;5.67764;0.139461;14.9092;0.309393
41;5.66638;0.136482;14.904;0.301797
42;5.63999;0.135782;14.9706;0.301952
43;5.64466;0.132669;14.934;0.297108
44;5.61599;0.132752;14.9197;0.290628
45;5.62312;0.129964;14.8649;0.28933
46;5.6261;0.127142;14.7544;0.303797
47;5.59432;0.128403;14.7562;0.297269
48;5.57703;0.126883;14.7504;0.291068
49;5.59024;0.124967;14.7302;0.285777
50;5.60541;0.123378;14.699;0.281738
51;5.60096;0.121016;14.702;0.276175
52;5.58418;0.119846;14.7255;0.271831
53;5.57815;0.117718;14.7051;0.267436
54;5.55578;0.117664;14.7483;0.265971
55;5.57466;0.117038;14.7431;0.261141
56;5.5786;0.114997;14.7403;0.256451
57;5.59402;0.114008;14.7454;0.251963
58;5.62323;0.115771;14.6926;0.253144
59;5.60926;0.114646;14.6923;0.248817
60;5.60901;0.112719;14.7329;0.247982
61;5.62011;0.11141;14.7268;0.24396
62;5.61151;0.109935;14.7386;0.240283
63;5.60464;0.108394;14.7686;0.238332
64;5.59847;0.106865;14.7633;0.234637
65;5.61113;0.105967;14.7664;0.231021
66;5.63029;0.106094;14.8067;0.231034
67;5.62891;0.104507;14.7666;0.231067
68;5.63342;0.103057;14.7475;0.228442
69;5.62807;0.101693;14.7649;0.225777
70;5.64066;0.101018;14.7473;0.223227
71;5.64925;0.099954;14.7498;0.220075
72;5.672;0.101148;14.7099;0.220639
73;5.67121;0.0997563;14.674;0.220549
74;5.67125;0.098399;14.6443;0.219565
75;5.66626;0.0972059;14.6257;0.217411
76;5.65027;0.0972428;14.6412;0.215088
77;5.64638;0.0960505;14.6523;0.212567
78;5.64879;0.0948417;14.6349;0.210543
79;5.63595;0.0945087;14.658;0.209145
80;5.60977;0.0969239;14.6894;0.208881
81;5.62129;0.0964108;14.6865;0.206305
82;5.63273;0.0959121;14.7047;0.204585
83;5.63363;0.0947538;14.7186;0.202582
84;5.64234;0.0940226;14.7242;0.200233
85;5.63922;0.0929621;14.7258;0.197869
86;5.63639;0.0919183;14.7339;0.195723
87;5.64518;0.0912796;14.7186;0.194067
88;5.64459;0.0902383;14.7438;0.193504
89;5.63809;0.0894548;14.7344;0.191547
90;5.63125;0.0887193;14.7478;0.189881
91;5.61148;0.0899389;14.8102;0.197864
92;5.62092;0.0894547;14.7822;0.1977
93;5.60628;0.0896901;14.7966;0.196099
94;5.59782;0.0891332;14.8051;0.194188
95;5.59604;0.0882079;14.8196;0.192673
96;5.6005;0.0873979;14.7959;0.192119
97;5.5868;0.087569;14.7774;0.191026
98;5.60093;0.0878144;14.8102;0.191885
99;5.60686;0.0871249;14.8083;0.189946
100;5.60137;0.0864236;14.8286;0.189132
