0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
8e-05;0.00516377
0;0
0;0
0;0
0.00028;0.00591525
0;0
8e-05;0.00516377
4e-05;0.00447205
0.00032;0.00596189
0.0002;0.00577293
0.00024;0.0058547
0.00028;0.00591525
0.00048;0.00607498
0.00032;0.00596189
0.00048;0.00607498
0.00024;0.0058547
8e-05;0.00516377
0.00056;0.00610839
0.00152;0.0062382
0.00172;0.00624689
0.00164;0.00624368
0.00236;0.00626422
0.00244;0.00626569
0.00236;0.00626422
0.00268;0.00626946
0.00272;0.00627001
0.00428;0.00628172
0.00384;0.00627978
0.0064;0.00628468
0.00772;0.00628384
0.0088;0.0062824
0.01064;0.00627903
0.01312;0.00627337
0.01408;0.00627097
0.01644;0.00626474
0.02084;0.00625231
0.02324;0.00624526
0.02444;0.00624169
0.02784;0.00623142
0.02828;0.00623008
0.03652;0.0062046
0.04272;0.00618509
0.04648;0.00617317
0.0552;0.00614529
0.0584;0.006135
0.06844;0.00610251
0.07352;0.00608597
0.08204;0.00605809
0.08816;0.00603797
0.095;0.00601538
0.10516;0.00598164
0.11888;0.00593573
0.1278;0.00590568
0.14032;0.00586322
0.15432;0.00581536
0.16056;0.0057939
0.17864;0.00573123
0.18228;0.00571853
0.19416;0.00567688
0.21628;0.00559848
0.2316;0.00554353
0.2474;0.00548627
0.25492;0.0054588
0.27488;0.00538522
0.2884;0.0053348
0.30436;0.00527465
0.30468;0.00527344
0.3194;0.00521734
0.34324;0.00512517
0.35136;0.00509339
0.35008;0.00509841
0.35916;0.00506268
0.37448;0.00500181
0.3864;0.00495393
0.38852;0.00494537
0.39768;0.00490819
0.40312;0.00488598
0.41468;0.00483844
0.41416;0.00484059
0.41312;0.00484489
0.41872;0.00482172
0.40304;0.00488631
0.4174;0.00482719
0.41912;0.00482006
0.41956;0.00481823
0.40816;0.00486531
0.39972;0.00489988
0.3854;0.00495797
0.39324;0.00492625
0.38336;0.00496619
0.38312;0.00496715
0.38228;0.00497053
0.38432;0.00496232
