1 -4.97097 0
2 -5.00684 0.0358739
3 -5.05038 0.0482136
4 -5.06906 0.0388731
5 -5.06687 0.0301905
6 -5.06117 0.0253016
7 -5.06471 0.0216745
8 -5.04866 0.0246927
9 -5.03886 0.0238795
10 -5.03545 0.0216292
11 -5.03217 0.0198379
12 -5.01979 0.0219385
13 -5.01792 0.0202667
14 -5.01714 0.0187794
15 -5.02594 0.0195722
16 -5.0313 0.0190753
17 -5.03411 0.0181373
18 -5.03303 0.0171342
19 -5.03296 0.0162075
20 -5.03411 0.0154188
21 -5.03389 0.0146678
22 -5.03023 0.0144573
23 -5.03765 0.015683
24 -5.03885 0.0150629
25 -5.03761 0.0145005
26 -5.03805 0.0139384
27 -5.03682 0.0134685
28 -5.03905 0.0131698
29 -5.03723 0.0128383
30 -5.03475 0.0126479
31 -5.03504 0.0122365
32 -5.03242 0.0121345
33 -5.03074 0.0118808
34 -5.02435 0.0131765
35 -5.02618 0.0129242
36 -5.02446 0.0126771
37 -5.02388 0.0123435
38 -5.02347 0.0120211
39 -5.02048 0.0120849
40 -5.01982 0.0117971
41 -5.02037 0.0115186
42 -5.02067 0.011245
43 -5.02193 0.0110528
44 -5.02346 0.0109066
45 -5.02478 0.0107426
46 -5.0263 0.0106158
47 -5.02904 0.0107428
48 -5.03162 0.0108288
49 -5.03359 0.010787
50 -5.03582 0.0108016
51 -5.03692 0.0106443
52 -5.03781 0.0104756
53 -5.03867 0.0103123
54 -5.04303 0.0110182
55 -5.04423 0.0108819
56 -5.0438 0.0106944
57 -5.04343 0.0105116
58 -5.04162 0.0104854
59 -5.04038 0.0103805
60 -5.04206 0.0103433
61 -5.04177 0.0101767
62 -5.04164 0.010012
63 -5.04168 0.00985193
64 -5.04198 0.00970141
65 -5.04393 0.00974727
66 -5.04375 0.00960009
67 -5.04153 0.00971428
68 -5.04163 0.00957087
69 -5.04306 0.00953936
70 -5.04365 0.00942066
71 -5.04229 0.00938619
72 -5.04233 0.00925501
73 -5.04229 0.00912743
74 -5.04225 0.00900338
75 -5.04318 0.00893135
76 -5.04428 0.00888163
77 -5.04419 0.00876599
78 -5.04542 0.00874062
79 -5.04665 0.00871563
80 -5.04762 0.00866057
81 -5.04683 0.00858913
82 -5.04616 0.00851056
83 -5.04683 0.00843401
84 -5.04762 0.00837053
85 -5.04856 0.00832457
86 -5.04814 0.0082377
87 -5.04928 0.00822127
88 -5.05025 0.00818588
89 -5.05163 0.00820959
90 -5.05276 0.00819595
91 -5.05341 0.00813137
92 -5.05317 0.00804597
93 -5.05203 0.00804059
94 -5.05164 0.00796405
95 -5.05075 0.0079299
96 -5.05046 0.00785242
97 -5.04951 0.00782809
98 -5.04908 0.00775967
99 -5.04885 0.00768438
100 -5.04799 0.00765635
