0;1
1;1.57144
2;2.17171
3;2.74953
4;3.33546
5;3.91211
6;4.49793
7;5.07374
8;5.64916
9;6.23255
10;6.80666
11;7.38099
12;7.95746
13;8.53449
14;9.11314
15;9.68388
16;10.2546
17;10.8283
18;11.3941
19;11.9671
20;12.5391
21;13.1166
22;13.6924
23;14.2663
24;14.8359
25;15.4086
26;15.9838
27;16.5591
28;17.1339
29;17.7064
30;18.2815
31;18.8567
32;19.4301
33;20.0036
34;20.5805
35;21.1564
36;21.7333
37;22.3042
38;22.8819
39;23.4544
40;24.0306
41;24.6015
42;25.1696
43;25.7417
44;26.3112
45;26.8813
46;27.4529
47;28.0245
48;28.5938
49;29.1651
50;29.743
51;30.3172
52;30.8876
53;31.4556
54;32.0265
55;32.597
56;33.1634
57;33.7352
58;34.3051
59;34.8813
60;35.4568
61;36.0363
62;36.6082
63;37.1819
64;37.7589
65;38.3354
66;38.9086
67;39.4841
68;40.0564
69;40.6282
70;41.2006
71;41.7741
72;42.3509
73;42.9257
74;43.4985
75;44.0729
76;44.6476
77;45.215
78;45.7866
79;46.359
80;46.9324
81;47.5047
82;48.0735
83;48.651
84;49.2244
85;49.7986
86;50.3698
87;50.9427
88;51.5145
89;52.0819
90;52.6565
91;53.2317
92;53.8041
93;54.374
94;54.9439
95;55.5143
96;56.0868
97;56.6561
98;57.2302
99;57.799
