1;14.6561;0;5.53141;0
2;15.0705;0.414471;6.29071;0.759294
3;14.9506;0.267696;5.58362;0.831957
4;14.3735;0.607287;5.10884;0.755969
5;14.399;0.471095;5.2271;0.597393
6;14.3758;0.385348;5.5092;0.56347
7;14.9024;0.619147;5.40009;0.488559
8;15.3196;0.679427;5.22346;0.45849
9;14.768;0.814468;5.23554;0.404531
10;14.9244;0.745074;5.28412;0.36507
11;15.1613;0.71438;5.29419;0.330372
12;15.3011;0.666959;5.37533;0.31231
13;15.3369;0.614558;5.39731;0.288123
14;15.3754;0.57027;5.31739;0.278465
15;15.734;0.640673;5.25746;0.266074
16;15.4523;0.662221;5.38231;0.278449
17;15.3802;0.626218;5.31551;0.269954
18;15.3897;0.590481;5.33446;0.255219
19;15.1838;0.595261;5.36102;0.24287
20;15.0994;0.570985;5.33419;0.231964
21;15.0711;0.543853;5.36019;0.222168
22;15.0361;0.519726;5.39858;0.21528
23;15.1253;0.504564;5.44363;0.210583
24;15.1417;0.483362;5.45125;0.201762
25;15.2042;0.467818;5.39656;0.201103
26;15.1448;0.453376;5.41951;0.194572
27;15.0706;0.442527;5.40368;0.187895
28;15.1424;0.432444;5.47078;0.193091
29;15.2447;0.429613;5.42818;0.191122
30;15.2103;0.416472;5.44562;0.185463
31;15.324;0.418569;5.44146;0.179429
32;15.2652;0.409517;5.41534;0.175684
33;15.2078;0.401054;5.4137;0.170285
34;15.2352;0.390049;5.42088;0.165357
35;15.1577;0.386603;5.41077;0.160881
36;15.0947;0.380949;5.41555;0.156421
37;15.165;0.377125;5.41394;0.152144
38;15.1183;0.370023;5.3935;0.149491
39;15.0202;0.373546;5.44401;0.154121
40;14.954;0.370046;5.45158;0.150409
41;14.9359;0.361362;5.45952;0.146909
42;14.9354;0.352653;5.43104;0.146169
43;14.9665;0.345756;5.44036;0.143034
44;15.0689;0.353011;5.39596;0.146629
45;15.027;0.347614;5.42091;0.145488
46;14.98;0.34321;5.43659;0.143152
47;15.0484;0.342726;5.39118;0.147249
48;15.0507;0.335518;5.35826;0.147861
49;15.0062;0.3316;5.35211;0.144942
50;14.9945;0.32511;5.37474;0.143805
51;15.002;0.318759;5.36534;0.14127
52;15.0237;0.313323;5.35139;0.139228
53;15.0051;0.307914;5.36829;0.137619
54;15.0114;0.302222;5.38433;0.135995
55;15.0151;0.2967;5.39051;0.133642
56;15.0174;0.291363;5.39359;0.13127
57;15.0498;0.288037;5.4038;0.12935
58;15.0672;0.28356;5.41173;0.127348
59;15.146;0.289628;5.4139;0.125189
60;15.1663;0.285485;5.4164;0.123111
61;15.1298;0.283133;5.40322;0.121791
62;15.1244;0.27858;5.38548;0.121117
63;15.1861;0.280971;5.3994;0.11999
64;15.1582;0.277949;5.3935;0.118248
65;15.139;0.274308;5.38422;0.116783
66;15.1196;0.270821;5.388;0.115062
67;15.1473;0.268182;5.35464;0.118143
68;15.1539;0.264292;5.35939;0.116489
69;15.2029;0.264996;5.35564;0.11485
70;15.2341;0.263037;5.36695;0.113761
71;15.2713;0.261965;5.35768;0.11253
72;15.2751;0.258329;5.34332;0.111881
73;15.2614;0.255135;5.35461;0.110913
74;15.2355;0.252996;5.36896;0.110342
75;15.2225;0.249935;5.37507;0.109032
76;15.2231;0.246625;5.36593;0.107976
77;15.2623;0.24654;5.37296;0.106796
78;15.2529;0.243541;5.39444;0.107584
79;15.2626;0.240632;5.40462;0.1067
80;15.2524;0.237821;5.40777;0.105405
81;15.3059;0.240877;5.39407;0.104994
82;15.3005;0.237982;5.38119;0.104503
83;15.273;0.236708;5.3937;0.103992
84;15.2433;0.235754;5.39189;0.102762
85;15.2523;0.233138;5.39556;0.101612
86;15.2642;0.230719;5.38942;0.100611
87;15.2493;0.228537;5.39406;0.099556
88;15.2419;0.226048;5.38709;0.0986642
89;15.2391;0.223511;5.38054;0.0977691
90;15.3004;0.22936;5.36714;0.0976013
91;15.2842;0.227403;5.37258;0.096676
92;15.2483;0.227774;5.37243;0.0956195
93;15.2427;0.225379;5.37997;0.0948859
94;15.211;0.225218;5.37712;0.0939142
95;15.2017;0.223027;5.38544;0.0932923
96;15.2137;0.221018;5.37968;0.092495
97;15.2137;0.218728;5.36968;0.0920813
98;15.1809;0.218958;5.38688;0.0927461
99;15.1703;0.216993;5.41363;0.0956212
100;15.1644;0.214892;5.40871;0.0947881
