1 17.2595
0.5 17.2733
0.333333 17.1643
0.25 17.282
0.2 17.2759
0.166667 17.2759
0.142857 17.2759
0.125 16.9865
0.111111 15.8569
0.1 15.8569
0.0909091 15.944
0.0833333 15.5255
0.0769231 15.5255
0.0714286 15.533
0.0666667 14.3515
0.0625 14.3659
0.0588235 14.3659
0.0555556 14.3659
0.0526316 14.3659
0.05 14.2408
0.047619 14.2408
0.0454545 14.2408
0.0434783 14.2408
0.0416667 14.2408
0.04 14.0945
0.0384615 14.0881
0.037037 14.0881
0.0357143 13.3513
0.0344828 13.3513
0.0333333 13.3513
0.0322581 13.3513
0.03125 13.3513
0.030303 13.3513
0.0294118 13.3513
0.0285714 13.3513
0.0277778 13.3513
0.027027 12.9017
0.0263158 12.9017
0.025641 12.9017
0.025 12.9017
0.0243902 12.9017
0.0238095 12.9333
0.0232558 12.9333
0.0227273 12.882
0.0222222 12.882
0.0217391 12.7966
0.0212766 12.7966
0.0208333 12.7966
0.0204082 12.7966
0.02 12.6433
0.0196078 11.8168
0.0192308 11.8168
0.0188679 11.8168
0.0185185 11.8168
0.0181818 11.8168
0.0178571 11.8168
0.0175439 11.8168
0.0172414 11.8168
0.0169492 11.7542
0.0166667 11.7542
0.0163934 11.7542
0.016129 11.7542
0.015873 11.4239
0.015625 11.4239
0.0153846 11.4239
0.0151515 11.4239
0.0149254 11.4239
0.0147059 11.2263
0.0144928 11.2263
0.0142857 11.2263
0.0140845 11.2263
0.0138889 11.2263
0.0136986 11.2263
0.0135135 10.9674
0.0133333 10.9674
0.0131579 10.9127
0.012987 10.7734
0.0128205 10.7734
0.0126582 10.7734
0.0125 10.7734
0.0123457 10.7734
0.0121951 10.7734
0.0120482 10.7734
0.0119048 10.7734
0.0117647 10.7734
0.0116279 10.7734
0.0114943 10.7734
0.0113636 10.7734
0.011236 10.7734
0.0111111 10.7734
0.010989 10.7734
0.0108696 10.7734
0.0107527 10.7734
0.0106383 10.7734
0.0105263 10.7734
0.0104167 10.7734
0.0103093 10.7734
0.0102041 10.7734
0.010101 10.7734
0.01 10.7734
0.00990099 10.7502
0.00980392 9.38552
0.00970874 9.38552
0.00961538 9.38552
0.00952381 9.38552
0.00943396 9.38552
0.00934579 9.38552
0.00925926 9.38552
0.00917431 9.38552
0.00909091 9.38552
0.00900901 9.38552
0.00892857 9.38552
0.00884956 9.38552
0.00877193 9.38552
0.00869565 9.38552
0.00862069 9.39133
0.00854701 9.39133
0.00847458 9.39133
0.00840336 9.39133
0.00833333 9.39133
0.00826446 9.39133
0.00819672 9.39133
0.00813008 9.39133
0.00806452 9.39133
0.008 9.39133
0.00793651 9.39133
0.00787402 9.39133
0.0078125 9.39133
0.00775194 9.39133
0.00769231 9.39133
0.00763359 9.39133
0.00757576 9.39133
0.0075188 8.98287
0.00746269 8.98287
0.00740741 8.98287
0.00735294 8.98287
0.00729927 8.98287
0.00724638 8.98287
0.00719424 8.98287
0.00714286 8.98287
0.0070922 8.98287
0.00704225 8.98287
0.00699301 8.98287
0.00694444 8.98287
0.00689655 8.98287
0.00684932 8.98287
0.00680272 8.98287
0.00675676 8.92698
0.00671141 8.92698
0.00666667 8.92698
0.00662252 8.92698
0.00657895 8.68756
0.00653595 8.68756
0.00649351 8.68756
0.00645161 8.68756
0.00641026 8.68756
0.00636943 8.68756
0.00632911 8.68756
0.00628931 8.68756
0.00625 8.68756
0.00621118 8.68756
0.00617284 8.68756
0.00613497 8.68756
0.00609756 8.68756
0.00606061 8.68756
0.0060241 8.6823
0.00598802 8.6823
0.00595238 8.6823
0.00591716 8.6823
0.00588235 8.6823
0.00584795 8.6823
0.00581395 8.6823
0.00578035 8.6823
0.00574713 8.6823
0.00571429 8.6823
0.00568182 8.6823
0.00564972 8.6823
0.00561798 8.6823
0.00558659 8.6823
0.00555556 8.6823
0.00552486 8.6823
0.00549451 8.6823
0.00546448 8.6823
0.00543478 8.6823
0.00540541 8.6823
0.00537634 8.6823
0.00534759 8.6823
0.00531915 8.6823
0.00529101 8.6823
0.00526316 8.6823
0.0052356 8.6823
0.00520833 8.6823
0.00518135 8.6823
0.00515464 8.6823
0.00512821 8.6823
0.00510204 8.6823
0.00507614 8.59784
0.00505051 8.59784
0.00502513 8.59784
0.005 8.59784
0.00497512 8.59784
0.0049505 8.59784
0.00492611 8.59784
0.00490196 8.59784
0.00487805 8.59784
0.00485437 8.59784
0.00483092 8.59784
0.00480769 8.59784
0.00478469 8.59784
0.0047619 8.59784
0.00473934 8.59784
0.00471698 8.59784
0.00469484 8.59784
0.0046729 8.59784
0.00465116 8.59784
0.00462963 8.59784
0.00460829 8.59784
0.00458716 8.59784
0.00456621 8.59784
0.00454545 8.59784
0.00452489 8.59784
0.0045045 8.59784
0.0044843 8.59784
0.00446429 8.59784
0.00444444 8.59784
0.00442478 8.59784
0.00440529 8.59784
0.00438596 8.59784
0.00436681 8.59784
0.00434783 8.39516
0.004329 8.39516
0.00431034 8.39516
0.00429185 8.39516
0.0042735 8.39516
0.00425532 8.39516
0.00423729 8.39516
0.00421941 8.39516
0.00420168 8.39516
0.0041841 8.32254
0.00416667 8.32254
0.00414938 8.32254
0.00413223 8.32254
0.00411523 8.26279
0.00409836 8.26279
0.00408163 8.26279
0.00406504 8.24932
0.00404858 8.24932
0.00403226 8.24932
0.00401606 8.24932
0.004 8.24932
0.00398406 8.24932
0.00396825 8.24932
0.00395257 8.24932
0.00393701 8.24932
0.00392157 8.24932
0.00390625 8.24932
0.00389105 8.24932
0.00387597 8.24932
0.003861 8.24932
0.00384615 8.24932
0.00383142 8.24932
0.00381679 8.24932
0.00380228 8.24932
0.00378788 8.24932
0.00377358 8.24932
0.0037594 8.24932
0.00374532 8.24932
0.00373134 8.24932
0.00371747 8.24932
0.0037037 8.24932
0.00369004 8.24932
0.00367647 8.24932
0.003663 8.24932
0.00364964 8.24932
0.00363636 8.24932
0.00362319 8.24932
0.00361011 8.24932
0.00359712 8.24932
0.00358423 8.24932
0.00357143 8.24932
0.00355872 8.24932
0.0035461 8.24932
0.00353357 8.24932
0.00352113 8.24932
0.00350877 8.24932
0.0034965 8.24932
0.00348432 8.24932
0.00347222 8.24932
0.00346021 8.24932
0.00344828 8.24932
0.00343643 8.24932
0.00342466 8.24932
0.00341297 8.24932
0.00340136 8.24932
0.00338983 8.24932
0.00337838 8.24932
0.003367 8.24932
0.0033557 8.24932
0.00334448 8.24932
0.00333333 8.24932
0.00332226 8.24932
0.00331126 8.24932
0.00330033 8.24932
0.00328947 8.24932
0.00327869 8.24932
0.00326797 8.24932
0.00325733 8.24932
0.00324675 8.24932
0.00323625 8.24932
0.00322581 8.24932
0.00321543 8.21501
0.00320513 8.21501
0.00319489 8.21501
0.00318471 8.21501
0.0031746 8.21501
0.00316456 8.21501
0.00315457 8.21501
0.00314465 8.21501
0.0031348 8.21501
0.003125 8.21501
0.00311526 8.21501
0.00310559 8.21501
0.00309598 8.21501
0.00308642 8.21501
0.00307692 8.21501
0.00306748 8.21501
0.0030581 8.21501
0.00304878 8.21501
0.00303951 8.21501
0.0030303 8.21501
0.00302115 8.21501
0.00301205 8.21501
0.003003 8.21501
0.00299401 8.21501
0.00298507 8.21501
0.00297619 8.21501
0.00296736 8.21501
0.00295858 8.21501
0.00294985 8.21501
0.00294118 8.21501
0.00293255 8.21501
0.00292398 8.21501
0.00291545 8.21501
0.00290698 8.21501
0.00289855 8.21501
0.00289017 8.21501
0.00288184 8.21501
0.00287356 8.21501
0.00286533 8.21501
0.00285714 8.21501
0.002849 8.21501
0.00284091 8.21501
0.00283286 8.21501
0.00282486 8.21501
0.0028169 8.21501
0.00280899 8.21501
0.00280112 8.21501
0.0027933 8.21501
0.00278552 8.21501
0.00277778 8.21501
0.00277008 8.21501
0.00276243 8.21501
0.00275482 8.21501
0.00274725 8.21501
0.00273973 8.21501
0.00273224 8.21501
0.0027248 8.21501
0.00271739 8.21501
0.00271003 8.21501
0.0027027 8.21501
0.00269542 8.21501
0.00268817 8.21501
0.00268097 7.85653
0.0026738 7.85653
0.00266667 7.85653
0.00265957 7.81145
0.00265252 7.81145
